LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,ParameterList,Message
416,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_36', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_36'],Found block rdd_42_36 locally
417,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1318'],Got assigned task 1318
418,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '34.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1314).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['34.0', '28.0', '1314).', '2087']",Finished task 34.0 in stage 28.0 (TID 1314). 2087 bytes result sent to driver
419,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '38.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1318)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['38.0', '28.0', '1318)']",Running task 38.0 in stage 28.0 (TID 1318)
420,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_37', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_37'],Found block rdd_42_37 locally
421,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1319'],Got assigned task 1319
422,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '39.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1319)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['39.0', '28.0', '1319)']",Running task 39.0 in stage 28.0 (TID 1319)
423,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_38', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_38'],Found block rdd_42_38 locally
424,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_39', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_39'],Found block rdd_42_39 locally
425,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '23', '18', '0']","Times: total = 41, boot = 23, init = 18, finish = 0"
426,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '19', '22', '0']","Times: total = 41, boot = 19, init = 22, finish = 0"
427,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '35.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1315).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['35.0', '28.0', '1315).', '2087']",Finished task 35.0 in stage 28.0 (TID 1315). 2087 bytes result sent to driver
428,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '36.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1316).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['36.0', '28.0', '1316).', '2087']",Finished task 36.0 in stage 28.0 (TID 1316). 2087 bytes result sent to driver
429,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['38', '14', '24', '0']","Times: total = 38, boot = 14, init = 24, finish = 0"
430,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '37.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1317).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['37.0', '28.0', '1317).', '2087']",Finished task 37.0 in stage 28.0 (TID 1317). 2087 bytes result sent to driver
431,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '19', '22', '1']","Times: total = 42, boot = 19, init = 22, finish = 1"
432,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '14', '26', '0']","Times: total = 40, boot = 14, init = 26, finish = 0"
433,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '38.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1318).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['38.0', '28.0', '1318).', '2087']",Finished task 38.0 in stage 28.0 (TID 1318). 2087 bytes result sent to driver
434,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '39.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1319).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['39.0', '28.0', '1319).', '2087']",Finished task 39.0 in stage 28.0 (TID 1319). 2087 bytes result sent to driver
435,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1320'],Got assigned task 1320
436,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1321'],Got assigned task 1321
437,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '0.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1320)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['0.0', '29.0', '1320)']",Running task 0.0 in stage 29.0 (TID 1320)
438,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '1.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1321)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['1.0', '29.0', '1321)']",Running task 1.0 in stage 29.0 (TID 1321)
439,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1322'],Got assigned task 1322
440,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '2.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1322)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['2.0', '29.0', '1322)']",Running task 2.0 in stage 29.0 (TID 1322)
441,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1323'],Got assigned task 1323
442,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '3.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1323)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['3.0', '29.0', '1323)']",Running task 3.0 in stage 29.0 (TID 1323)
443,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1324'],Got assigned task 1324
444,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '4.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1324)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['4.0', '29.0', '1324)']",Running task 4.0 in stage 29.0 (TID 1324)
445,17/06/09,20:11:10,INFO,broadcast.TorrentBroadcast,"['Started', ' ', 'reading', ' ', 'broadcast', ' ', 'variable', ' ', '<*>']",6c90e140,Started reading broadcast variable <*>,['40'],Started reading broadcast variable 40
446,17/06/09,20:11:10,INFO,storage.MemoryStore,"['Block', ' ', 'broadcast_40_piece0', ' ', 'stored', ' ', 'as', ' ', 'bytes', ' ', 'in', ' ', 'memory', ' ', '(estimated', ' ', 'size', ' ', '6.0', ' ', ' ', '<*>', ' ', ',', ' ', 'free', ' ', '874.3', ' ', ' ', '<*>', ' ', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )",[],"Block broadcast_40_piece0 stored as bytes in memory (estimated size 6.0 KB, free 874.3 KB)"
447,17/06/09,20:11:10,INFO,broadcast.TorrentBroadcast,"['Reading', ' ', 'broadcast', ' ', 'variable', ' ', '<*>', ' ', 'took', ' ', '<*>', ' ', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms,"['40', '10']",Reading broadcast variable 40 took 10 ms
448,17/06/09,20:11:10,INFO,storage.MemoryStore,"['Block', ' ', 'broadcast_40', ' ', 'stored', ' ', 'as', ' ', 'values', ' ', 'in', ' ', 'memory', ' ', '(estimated', ' ', 'size', ' ', '9.9', ' ', ' ', '<*>', ' ', ',', ' ', 'free', ' ', '884.2', ' ', ' ', '<*>', ' ', ')']",3528ee28,"Block <*> stored as values in memory (estimated size <*> <*> , free <*> <*> )",[],"Block broadcast_40 stored as values in memory (estimated size 9.9 KB, free 884.2 KB)"
449,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_0', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_0'],Found block rdd_42_0 locally
450,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_4', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_4'],Found block rdd_42_4 locally
451,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_3', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_3'],Found block rdd_42_3 locally
452,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_2', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_2'],Found block rdd_42_2 locally
453,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_1', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_1'],Found block rdd_42_1 locally
454,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '-79', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '-79', '118', '1']","Times: total = 40, boot = -79, init = 118, finish = 1"
455,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '-75', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '-75', '113', '1']","Times: total = 39, boot = -75, init = 113, finish = 1"
456,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '-80', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '-80', '119', '1']","Times: total = 40, boot = -80, init = 119, finish = 1"
457,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '-85', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '-85', '125', '1']","Times: total = 41, boot = -85, init = 125, finish = 1"
458,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '3.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1323).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['3.0', '29.0', '1323).', '2128']",Finished task 3.0 in stage 29.0 (TID 1323). 2128 bytes result sent to driver
459,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '-74', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '-74', '115', '1']","Times: total = 42, boot = -74, init = 115, finish = 1"
460,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '4.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1324).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['4.0', '29.0', '1324).', '2128']",Finished task 4.0 in stage 29.0 (TID 1324). 2128 bytes result sent to driver
461,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '0.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1320).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['0.0', '29.0', '1320).', '2128']",Finished task 0.0 in stage 29.0 (TID 1320). 2128 bytes result sent to driver
462,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '2.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1322).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['2.0', '29.0', '1322).', '2128']",Finished task 2.0 in stage 29.0 (TID 1322). 2128 bytes result sent to driver
463,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '1.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1321).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['1.0', '29.0', '1321).', '2171']",Finished task 1.0 in stage 29.0 (TID 1321). 2171 bytes result sent to driver
464,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1325'],Got assigned task 1325
465,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '5.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1325)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['5.0', '29.0', '1325)']",Running task 5.0 in stage 29.0 (TID 1325)
466,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1326'],Got assigned task 1326
467,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '6.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1326)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['6.0', '29.0', '1326)']",Running task 6.0 in stage 29.0 (TID 1326)
468,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1327'],Got assigned task 1327
469,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '7.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1327)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['7.0', '29.0', '1327)']",Running task 7.0 in stage 29.0 (TID 1327)
470,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1328'],Got assigned task 1328
471,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '8.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1328)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['8.0', '29.0', '1328)']",Running task 8.0 in stage 29.0 (TID 1328)
472,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1329'],Got assigned task 1329
473,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '9.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1329)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['9.0', '29.0', '1329)']",Running task 9.0 in stage 29.0 (TID 1329)
474,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_5', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_5'],Found block rdd_42_5 locally
475,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_7', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_7'],Found block rdd_42_7 locally
476,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_8', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_8'],Found block rdd_42_8 locally
477,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_6', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_6'],Found block rdd_42_6 locally
478,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_9', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_9'],Found block rdd_42_9 locally
479,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '18', '20', '1']","Times: total = 39, boot = 18, init = 20, finish = 1"
480,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '16', '24', '1']","Times: total = 41, boot = 16, init = 24, finish = 1"
481,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['43', '25', '17', '1']","Times: total = 43, boot = 25, init = 17, finish = 1"
482,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '19', '21', '1']","Times: total = 41, boot = 19, init = 21, finish = 1"
483,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '24', '17', '1']","Times: total = 42, boot = 24, init = 17, finish = 1"
484,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '7.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1327).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['7.0', '29.0', '1327).', '2171']",Finished task 7.0 in stage 29.0 (TID 1327). 2171 bytes result sent to driver
485,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '5.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1325).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['5.0', '29.0', '1325).', '2171']",Finished task 5.0 in stage 29.0 (TID 1325). 2171 bytes result sent to driver
486,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '8.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1328).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['8.0', '29.0', '1328).', '2128']",Finished task 8.0 in stage 29.0 (TID 1328). 2128 bytes result sent to driver
487,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '9.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1329).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['9.0', '29.0', '1329).', '2128']",Finished task 9.0 in stage 29.0 (TID 1329). 2128 bytes result sent to driver
488,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '6.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1326).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['6.0', '29.0', '1326).', '2171']",Finished task 6.0 in stage 29.0 (TID 1326). 2171 bytes result sent to driver
489,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1330'],Got assigned task 1330
490,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '10.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1330)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['10.0', '29.0', '1330)']",Running task 10.0 in stage 29.0 (TID 1330)
491,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1331'],Got assigned task 1331
492,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '11.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1331)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['11.0', '29.0', '1331)']",Running task 11.0 in stage 29.0 (TID 1331)
493,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1332'],Got assigned task 1332
494,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '12.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1332)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['12.0', '29.0', '1332)']",Running task 12.0 in stage 29.0 (TID 1332)
495,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1333'],Got assigned task 1333
496,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '13.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1333)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['13.0', '29.0', '1333)']",Running task 13.0 in stage 29.0 (TID 1333)
497,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_10', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_10'],Found block rdd_42_10 locally
498,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1334'],Got assigned task 1334
499,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '14.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1334)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['14.0', '29.0', '1334)']",Running task 14.0 in stage 29.0 (TID 1334)
